,id,country,league,season,stage,winner
6155,6156,France,France Ligue 1,2011/2012,31,9831
6156,6157,France,France Ligue 1,2011/2012,31,9847
6157,6158,France,France Ligue 1,2011/2012,31,9873
6159,6160,France,France Ligue 1,2011/2012,32,8639
6160,6161,France,France Ligue 1,2011/2012,32,8689
6163,6164,France,France Ligue 1,2011/2012,32,9851
6164,6165,France,France Ligue 1,2011/2012,32,9853
6165,6166,France,France Ligue 1,2011/2012,32,9874
6166,6167,France,France Ligue 1,2011/2012,32,9941
6167,6168,France,France Ligue 1,2011/2012,32,4087
6169,6170,France,France Ligue 1,2011/2012,33,9827
6170,6171,France,France Ligue 1,2011/2012,33,9851
6171,6172,France,France Ligue 1,2011/2012,33,9853
6172,6173,France,France Ligue 1,2011/2012,33,8639
6173,6174,France,France Ligue 1,2011/2012,33,4087
6174,6175,France,France Ligue 1,2011/2012,33,9748
6175,6176,France,France Ligue 1,2011/2012,33,10249
6176,6177,France,France Ligue 1,2011/2012,33,9831
6177,6178,France,France Ligue 1,2011/2012,33,9847
6178,6179,France,France Ligue 1,2011/2012,34,8583
6179,6180,France,France Ligue 1,2011/2012,34,9748
6180,6181,France,France Ligue 1,2011/2012,34,8639
6181,6182,France,France Ligue 1,2011/2012,34,8689
6183,6184,France,France Ligue 1,2011/2012,34,9851
6184,6185,France,France Ligue 1,2011/2012,34,9853
6185,6186,France,France Ligue 1,2011/2012,34,9827
6186,6187,France,France Ligue 1,2011/2012,34,10249
6187,6188,France,France Ligue 1,2011/2012,34,9873
6188,6189,France,France Ligue 1,2011/2012,35,8576
6189,6190,France,France Ligue 1,2011/2012,35,9827
6191,6192,France,France Ligue 1,2011/2012,35,7819
6192,6193,France,France Ligue 1,2011/2012,35,8583
6193,6194,France,France Ligue 1,2011/2012,35,9748
6194,6195,France,France Ligue 1,2011/2012,35,8592
6196,6197,France,France Ligue 1,2011/2012,35,8639
6197,6198,France,France Ligue 1,2011/2012,35,9847
6198,6199,France,France Ligue 1,2011/2012,36,9827
6199,6200,France,France Ligue 1,2011/2012,36,4087
6200,6201,France,France Ligue 1,2011/2012,36,8639
6203,6204,France,France Ligue 1,2011/2012,36,10249
6205,6206,France,France Ligue 1,2011/2012,36,9874
6207,6208,France,France Ligue 1,2011/2012,36,9847
6209,6210,France,France Ligue 1,2011/2012,37,9827
6210,6211,France,France Ligue 1,2011/2012,37,8521
6211,6212,France,France Ligue 1,2011/2012,37,9874
6213,6214,France,France Ligue 1,2011/2012,37,8592
6214,6215,France,France Ligue 1,2011/2012,37,10249
6215,6216,France,France Ligue 1,2011/2012,37,8481
6217,6218,France,France Ligue 1,2011/2012,37,9847
6218,6219,France,France Ligue 1,2011/2012,38,10249
6219,6220,France,France Ligue 1,2011/2012,38,8521
6220,6221,France,France Ligue 1,2011/2012,38,8639
6221,6222,France,France Ligue 1,2011/2012,38,9847
6222,6223,France,France Ligue 1,2011/2012,38,9831
6223,6224,France,France Ligue 1,2011/2012,38,9851
6224,6225,France,France Ligue 1,2011/2012,38,9827
6225,6226,France,France Ligue 1,2011/2012,38,9874
6226,6227,France,France Ligue 1,2011/2012,38,8576
6227,6228,France,France Ligue 1,2011/2012,38,9873
6228,6229,France,France Ligue 1,2011/2012,4,8583
6229,6230,France,France Ligue 1,2011/2012,4,9836
6230,6231,France,France Ligue 1,2011/2012,4,8639
6231,6232,France,France Ligue 1,2011/2012,4,8689
6232,6233,France,France Ligue 1,2011/2012,4,9748
6234,6235,France,France Ligue 1,2011/2012,4,9851
6235,6236,France,France Ligue 1,2011/2012,4,9874
6236,6237,France,France Ligue 1,2011/2012,4,9847
6237,6238,France,France Ligue 1,2011/2012,4,9827
6238,6239,France,France Ligue 1,2011/2012,5,8576
6240,6241,France,France Ligue 1,2011/2012,5,9941
6241,6242,France,France Ligue 1,2011/2012,5,9748
6242,6243,France,France Ligue 1,2011/2012,5,9851
6243,6244,France,France Ligue 1,2011/2012,5,10249
6245,6246,France,France Ligue 1,2011/2012,5,9847
6246,6247,France,France Ligue 1,2011/2012,5,8639
6252,6253,France,France Ligue 1,2011/2012,6,8689
6253,6254,France,France Ligue 1,2011/2012,6,9748
6254,6255,France,France Ligue 1,2011/2012,6,9831
6256,6257,France,France Ligue 1,2011/2012,6,9941
6257,6258,France,France Ligue 1,2011/2012,6,9873
6258,6259,France,France Ligue 1,2011/2012,7,10249
6260,6261,France,France Ligue 1,2011/2012,7,7819
6261,6262,France,France Ligue 1,2011/2012,7,9836
6263,6264,France,France Ligue 1,2011/2012,7,8592
6265,6266,France,France Ligue 1,2011/2012,7,9847
6267,6268,France,France Ligue 1,2011/2012,7,9851
6268,6269,France,France Ligue 1,2011/2012,8,8583
6270,6271,France,France Ligue 1,2011/2012,8,7819
6272,6273,France,France Ligue 1,2011/2012,8,9748
6273,6274,France,France Ligue 1,2011/2012,8,9847
6276,6277,France,France Ligue 1,2011/2012,8,9941
6281,6282,France,France Ligue 1,2011/2012,9,8639
6282,6283,France,France Ligue 1,2011/2012,9,8689
6285,6286,France,France Ligue 1,2011/2012,9,9847
6287,6288,France,France Ligue 1,2011/2012,9,9874
6289,6290,France,France Ligue 1,2012/2013,1,9827
6290,6291,France,France Ligue 1,2012/2013,1,8481
6291,6292,France,France Ligue 1,2012/2013,1,8576
6293,6294,France,France Ligue 1,2012/2013,1,8592
6294,6295,France,France Ligue 1,2012/2013,1,9748
6295,6296,France,France Ligue 1,2012/2013,1,8639
6296,6297,France,France Ligue 1,2012/2013,1,7794
6297,6298,France,France Ligue 1,2012/2013,1,9873
6298,6299,France,France Ligue 1,2012/2013,10,7794
6299,6300,France,France Ligue 1,2012/2013,10,8639
6301,6302,France,France Ligue 1,2012/2013,10,10249
6302,6303,France,France Ligue 1,2012/2013,10,9847
6304,6305,France,France Ligue 1,2012/2013,10,9853
6305,6306,France,France Ligue 1,2012/2013,10,9874
6306,6307,France,France Ligue 1,2012/2013,10,9941
6307,6308,France,France Ligue 1,2012/2013,10,9748
6308,6309,France,France Ligue 1,2012/2013,11,8592
6309,6310,France,France Ligue 1,2012/2013,11,9827
6310,6311,France,France Ligue 1,2012/2013,11,8521
6311,6312,France,France Ligue 1,2012/2013,11,8639
6312,6313,France,France Ligue 1,2012/2013,11,9748
6313,6314,France,France Ligue 1,2012/2013,11,9831
6314,6315,France,France Ligue 1,2012/2013,11,9853
6315,6316,France,France Ligue 1,2012/2013,11,9851
6317,6318,France,France Ligue 1,2012/2013,11,9873
6318,6319,France,France Ligue 1,2012/2013,12,9873
6319,6320,France,France Ligue 1,2012/2013,12,8639
6320,6321,France,France Ligue 1,2012/2013,12,9827
6322,6323,France,France Ligue 1,2012/2013,12,9851
6323,6324,France,France Ligue 1,2012/2013,12,4087
6324,6325,France,France Ligue 1,2012/2013,12,9853
6326,6327,France,France Ligue 1,2012/2013,12,8576
6328,6329,France,France Ligue 1,2012/2013,13,9874
6329,6330,France,France Ligue 1,2012/2013,13,8521
6331,6332,France,France Ligue 1,2012/2013,13,8689
6332,6333,France,France Ligue 1,2012/2013,13,9748
6333,6334,France,France Ligue 1,2012/2013,13,9831
6334,6335,France,France Ligue 1,2012/2013,13,9851
6337,6338,France,France Ligue 1,2012/2013,13,9827
6338,6339,France,France Ligue 1,2012/2013,14,7794
6339,6340,France,France Ligue 1,2012/2013,14,10249
6341,6342,France,France Ligue 1,2012/2013,14,9847
6343,6344,France,France Ligue 1,2012/2013,14,4087
6344,6345,France,France Ligue 1,2012/2013,14,9853
6345,6346,France,France Ligue 1,2012/2013,14,9831
6346,6347,France,France Ligue 1,2012/2013,14,9941
6347,6348,France,France Ligue 1,2012/2013,14,8592
6350,6351,France,France Ligue 1,2012/2013,15,8592
6353,6354,France,France Ligue 1,2012/2013,15,8689
6354,6355,France,France Ligue 1,2012/2013,15,9748
6355,6356,France,France Ligue 1,2012/2013,15,9831
6356,6357,France,France Ligue 1,2012/2013,15,9851
6357,6358,France,France Ligue 1,2012/2013,15,9873
6358,6359,France,France Ligue 1,2012/2013,16,8689
6359,6360,France,France Ligue 1,2012/2013,16,10249
6361,6362,France,France Ligue 1,2012/2013,16,9847
6364,6365,France,France Ligue 1,2012/2013,16,9748
6368,6369,France,France Ligue 1,2012/2013,17,8576
6369,6370,France,France Ligue 1,2012/2013,17,8592
6371,6372,France,France Ligue 1,2012/2013,17,10249
6372,6373,France,France Ligue 1,2012/2013,17,4087
6373,6374,France,France Ligue 1,2012/2013,17,8639
6374,6375,France,France Ligue 1,2012/2013,17,8689
6376,6377,France,France Ligue 1,2012/2013,17,9831
6377,6378,France,France Ligue 1,2012/2013,17,9847
6378,6379,France,France Ligue 1,2012/2013,18,10249
6380,6381,France,France Ligue 1,2012/2013,18,9831
6382,6383,France,France Ligue 1,2012/2013,18,9851
6383,6384,France,France Ligue 1,2012/2013,18,8689
6384,6385,France,France Ligue 1,2012/2013,18,8521
6385,6386,France,France Ligue 1,2012/2013,18,8592
6386,6387,France,France Ligue 1,2012/2013,18,10242
6387,6388,France,France Ligue 1,2012/2013,18,9847
6388,6389,France,France Ligue 1,2012/2013,19,9851
6389,6390,France,France Ligue 1,2012/2013,19,7794
6391,6392,France,France Ligue 1,2012/2013,19,9847
6392,6393,France,France Ligue 1,2012/2013,19,8639
6394,6395,France,France Ligue 1,2012/2013,19,9748
6395,6396,France,France Ligue 1,2012/2013,19,8592
6396,6397,France,France Ligue 1,2012/2013,19,9941
6397,6398,France,France Ligue 1,2012/2013,19,9873
6399,6400,France,France Ligue 1,2012/2013,2,7794
6400,6401,France,France Ligue 1,2012/2013,2,9827
6401,6402,France,France Ligue 1,2012/2013,2,8521
6403,6404,France,France Ligue 1,2012/2013,2,8689
6404,6405,France,France Ligue 1,2012/2013,2,9748
6405,6406,France,France Ligue 1,2012/2013,2,8592
6406,6407,France,France Ligue 1,2012/2013,2,9941
6408,6409,France,France Ligue 1,2012/2013,20,8521
6409,6410,France,France Ligue 1,2012/2013,20,10249
6411,6412,France,France Ligue 1,2012/2013,20,9831
6413,6414,France,France Ligue 1,2012/2013,20,7794
6414,6415,France,France Ligue 1,2012/2013,20,9827
6416,6417,France,France Ligue 1,2012/2013,20,9874
6417,6418,France,France Ligue 1,2012/2013,20,9748
6419,6420,France,France Ligue 1,2012/2013,21,9851
6420,6421,France,France Ligue 1,2012/2013,21,9847
6421,6422,France,France Ligue 1,2012/2013,21,9853
6422,6423,France,France Ligue 1,2012/2013,21,9831
6423,6424,France,France Ligue 1,2012/2013,21,8689
6425,6426,France,France Ligue 1,2012/2013,21,8592
6426,6427,France,France Ligue 1,2012/2013,21,9874
6427,6428,France,France Ligue 1,2012/2013,21,9941
6429,6430,France,France Ligue 1,2012/2013,22,10249
6430,6431,France,France Ligue 1,2012/2013,22,8481
6431,6432,France,France Ligue 1,2012/2013,22,9827
6432,6433,France,France Ligue 1,2012/2013,22,9847
6435,6436,France,France Ligue 1,2012/2013,22,9853
6436,6437,France,France Ligue 1,2012/2013,22,10242
6437,6438,France,France Ligue 1,2012/2013,22,9748
6438,6439,France,France Ligue 1,2012/2013,23,8576
6440,6441,France,France Ligue 1,2012/2013,23,9827
6441,6442,France,France Ligue 1,2012/2013,23,9831
6444,6445,France,France Ligue 1,2012/2013,23,8481
6445,6446,France,France Ligue 1,2012/2013,23,10249
6446,6447,France,France Ligue 1,2012/2013,23,9853
6447,6448,France,France Ligue 1,2012/2013,23,9847
6448,6449,France,France Ligue 1,2012/2013,24,8576
6450,6451,France,France Ligue 1,2012/2013,24,8639
6451,6452,France,France Ligue 1,2012/2013,24,9837
6453,6454,France,France Ligue 1,2012/2013,24,9847
6454,6455,France,France Ligue 1,2012/2013,24,9851
6455,6456,France,France Ligue 1,2012/2013,24,9853
6457,6458,France,France Ligue 1,2012/2013,24,9873
6458,6459,France,France Ligue 1,2012/2013,25,9831
6459,6460,France,France Ligue 1,2012/2013,25,9748
6461,6462,France,France Ligue 1,2012/2013,25,8639
6462,6463,France,France Ligue 1,2012/2013,25,8689
6463,6464,France,France Ligue 1,2012/2013,25,8592
6464,6465,France,France Ligue 1,2012/2013,25,10249
6466,6467,France,France Ligue 1,2012/2013,25,9874
6468,6469,France,France Ligue 1,2012/2013,26,8639
6469,6470,France,France Ligue 1,2012/2013,26,8521
6470,6471,France,France Ligue 1,2012/2013,26,10249
6471,6472,France,France Ligue 1,2012/2013,26,9748
6472,6473,France,France Ligue 1,2012/2013,26,9853
6473,6474,France,France Ligue 1,2012/2013,26,9831
6474,6475,France,France Ligue 1,2012/2013,26,9847
6478,6479,France,France Ligue 1,2012/2013,27,7794
6480,6481,France,France Ligue 1,2012/2013,27,8639
6482,6483,France,France Ligue 1,2012/2013,27,8592
6483,6484,France,France Ligue 1,2012/2013,27,10249
6484,6485,France,France Ligue 1,2012/2013,27,9837
6485,6486,France,France Ligue 1,2012/2013,27,9853
6486,6487,France,France Ligue 1,2012/2013,27,8481
6488,6489,France,France Ligue 1,2012/2013,28,8576
6489,6490,France,France Ligue 1,2012/2013,28,9827
6490,6491,France,France Ligue 1,2012/2013,28,9941
6491,6492,France,France Ligue 1,2012/2013,28,4087
6493,6494,France,France Ligue 1,2012/2013,28,9831
6494,6495,France,France Ligue 1,2012/2013,28,9847
6496,6497,France,France Ligue 1,2012/2013,28,10242
6497,6498,France,France Ligue 1,2012/2013,28,8639
6498,6499,France,France Ligue 1,2012/2013,29,7794
6499,6500,France,France Ligue 1,2012/2013,29,4087
6500,6501,France,France Ligue 1,2012/2013,29,8689
6503,6504,France,France Ligue 1,2012/2013,29,8481
6504,6505,France,France Ligue 1,2012/2013,29,9837
6509,6510,France,France Ligue 1,2012/2013,3,8592
6510,6511,France,France Ligue 1,2012/2013,3,9941
6513,6514,France,France Ligue 1,2012/2013,3,9837
6514,6515,France,France Ligue 1,2012/2013,3,9851
6515,6516,France,France Ligue 1,2012/2013,3,9853
6517,6518,France,France Ligue 1,2012/2013,3,9873
6518,6519,France,France Ligue 1,2012/2013,30,9941
6520,6521,France,France Ligue 1,2012/2013,30,8639
6522,6523,France,France Ligue 1,2012/2013,30,9874
6523,6524,France,France Ligue 1,2012/2013,30,8592
6524,6525,France,France Ligue 1,2012/2013,30,9847
6525,6526,France,France Ligue 1,2012/2013,30,8481
6527,6528,France,France Ligue 1,2012/2013,30,7794
6528,6529,France,France Ligue 1,2012/2013,31,7794
6529,6530,France,France Ligue 1,2012/2013,31,8639
6530,6531,France,France Ligue 1,2012/2013,31,8592
6531,6532,France,France Ligue 1,2012/2013,31,10249
6532,6533,France,France Ligue 1,2012/2013,31,8481
6533,6534,France,France Ligue 1,2012/2013,31,9837
6534,6535,France,France Ligue 1,2012/2013,31,9847
6535,6536,France,France Ligue 1,2012/2013,31,9853
6537,6538,France,France Ligue 1,2012/2013,31,9831
6539,6540,France,France Ligue 1,2012/2013,32,9827
6540,6541,France,France Ligue 1,2012/2013,32,9837
6541,6542,France,France Ligue 1,2012/2013,32,4087
6543,6544,France,France Ligue 1,2012/2013,32,8689
6544,6545,France,France Ligue 1,2012/2013,32,9748
6545,6546,France,France Ligue 1,2012/2013,32,9831
6546,6547,France,France Ligue 1,2012/2013,32,9847
6548,6549,France,France Ligue 1,2012/2013,33,8639
6549,6550,France,France Ligue 1,2012/2013,33,8592
6550,6551,France,France Ligue 1,2012/2013,33,9748
6551,6552,France,France Ligue 1,2012/2013,33,8481
6552,6553,France,France Ligue 1,2012/2013,33,9847
6553,6554,France,France Ligue 1,2012/2013,33,9873
6554,6555,France,France Ligue 1,2012/2013,33,10242
6555,6556,France,France Ligue 1,2012/2013,33,9853
6557,6558,France,France Ligue 1,2012/2013,33,8689
6558,6559,France,France Ligue 1,2012/2013,34,8576
6561,6562,France,France Ligue 1,2012/2013,34,9851
6562,6563,France,France Ligue 1,2012/2013,34,9847
6564,6565,France,France Ligue 1,2012/2013,34,8592
6566,6567,France,France Ligue 1,2012/2013,34,9831
6568,6569,France,France Ligue 1,2012/2013,35,8592
6569,6570,France,France Ligue 1,2012/2013,35,10249
6570,6571,France,France Ligue 1,2012/2013,35,9748
6573,6574,France,France Ligue 1,2012/2013,35,9831
6575,6576,France,France Ligue 1,2012/2013,35,9874
6576,6577,France,France Ligue 1,2012/2013,35,9941
6577,6578,France,France Ligue 1,2012/2013,35,10242
6578,6579,France,France Ligue 1,2012/2013,36,10242
6579,6580,France,France Ligue 1,2012/2013,36,7794
6580,6581,France,France Ligue 1,2012/2013,36,9827
6581,6582,France,France Ligue 1,2012/2013,36,9874
6582,6583,France,France Ligue 1,2012/2013,36,4087
6583,6584,France,France Ligue 1,2012/2013,36,8639
6584,6585,France,France Ligue 1,2012/2013,36,8689
6585,6586,France,France Ligue 1,2012/2013,36,9847
6586,6587,France,France Ligue 1,2012/2013,36,8592
6587,6588,France,France Ligue 1,2012/2013,36,9873
6588,6589,France,France Ligue 1,2012/2013,37,4087
6590,6591,France,France Ligue 1,2012/2013,37,7794
6592,6593,France,France Ligue 1,2012/2013,37,9847
6593,6594,France,France Ligue 1,2012/2013,37,9837
6595,6596,France,France Ligue 1,2012/2013,37,9853
6596,6597,France,France Ligue 1,2012/2013,37,9941
6597,6598,France,France Ligue 1,2012/2013,37,10242
6598,6599,France,France Ligue 1,2012/2013,38,9831
6600,6601,France,France Ligue 1,2012/2013,38,9827
6601,6602,France,France Ligue 1,2012/2013,38,8481
6603,6604,France,France Ligue 1,2012/2013,38,9847
6604,6605,France,France Ligue 1,2012/2013,38,9748
6606,6607,France,France Ligue 1,2012/2013,38,9941
6607,6608,France,France Ligue 1,2012/2013,38,9873
6608,6609,France,France Ligue 1,2012/2013,4,8576
6609,6610,France,France Ligue 1,2012/2013,4,9853
6611,6612,France,France Ligue 1,2012/2013,4,8521
6612,6613,France,France Ligue 1,2012/2013,4,8689
6613,6614,France,France Ligue 1,2012/2013,4,9748
6614,6615,France,France Ligue 1,2012/2013,4,8592
6615,6616,France,France Ligue 1,2012/2013,4,10249
6617,6618,France,France Ligue 1,2012/2013,4,9847
6618,6619,France,France Ligue 1,2012/2013,5,4087
6619,6620,France,France Ligue 1,2012/2013,5,9748
6620,6621,France,France Ligue 1,2012/2013,5,8592
6621,6622,France,France Ligue 1,2012/2013,5,9831
6622,6623,France,France Ligue 1,2012/2013,5,9847
6623,6624,France,France Ligue 1,2012/2013,5,9837
6624,6625,France,France Ligue 1,2012/2013,5,8689
6625,6626,France,France Ligue 1,2012/2013,5,9874
6628,6629,France,France Ligue 1,2012/2013,6,9847
6630,6631,France,France Ligue 1,2012/2013,6,8521
6632,6633,France,France Ligue 1,2012/2013,6,8592
6634,6635,France,France Ligue 1,2012/2013,6,9837
6635,6636,France,France Ligue 1,2012/2013,6,9874
6638,6639,France,France Ligue 1,2012/2013,7,8576
6640,6641,France,France Ligue 1,2012/2013,7,9827
6641,6642,France,France Ligue 1,2012/2013,7,10249
6643,6644,France,France Ligue 1,2012/2013,7,9847
6644,6645,France,France Ligue 1,2012/2013,7,9851
6646,6647,France,France Ligue 1,2012/2013,7,9941
6647,6648,France,France Ligue 1,2012/2013,7,9873
6648,6649,France,France Ligue 1,2012/2013,8,7794
6650,6651,France,France Ligue 1,2012/2013,8,8639
6652,6653,France,France Ligue 1,2012/2013,8,4087
6653,6654,France,France Ligue 1,2012/2013,8,9837
6654,6655,France,France Ligue 1,2012/2013,8,9853
6655,6656,France,France Ligue 1,2012/2013,8,9851
6660,6661,France,France Ligue 1,2012/2013,9,9941
6661,6662,France,France Ligue 1,2012/2013,9,9748
6664,6665,France,France Ligue 1,2012/2013,9,9847
6665,6666,France,France Ligue 1,2012/2013,9,9851
6666,6667,France,France Ligue 1,2012/2013,9,10242
6667,6668,France,France Ligue 1,2012/2013,9,9873
6668,6669,France,France Ligue 1,2013/2014,1,9853
6669,6670,France,France Ligue 1,2013/2014,1,9829
